date;ePAR;Temperature;RelativeHumidity;Co2;DewPoint;VPD;Pressure
Jan 21 2024 5:40:00 AM;0;6,19;86,528;548,8;4,129;0,128;99,56
Jan 21 2024 5:45:00 AM;0;6,158;86,183;551,2;4,041;0,131;99,56
Jan 21 2024 5:50:00 AM;0;6,151;85,948;552;3,995;0,133;99,554
Jan 21 2024 5:55:00 AM;0;6,153;86,24;554,6;4,045;0,13;99,55
Jan 21 2024 6:00:00 AM;0;6,142;86,347;548,4;4,052;0,129;99,548
Jan 21 2024 6:05:00 AM;0;6,118;86,02;551,8;3,975;0,132;99,55
Jan 21 2024 6:10:00 AM;0;6,092;85,576;552,2;3,876;0,136;99,55
Jan 21 2024 6:15:00 AM;0;6,082;85,573;549,8;3,866;0,136;99,552
Jan 21 2024 6:20:00 AM;0;6,015;85,376;550,2;3,767;0,137;99,56
Jan 21 2024 6:25:00 AM;0;6,004;85,35;546,8;3,752;0,137;99,56
Jan 21 2024 6:30:00 AM;0;5,937;85,432;548,2;3,7;0,136;99,56
Jan 21 2024 6:35:00 AM;0;5,908;85,802;550;3,733;0,132;99,56
Jan 21 2024 6:40:00 AM;0;5,924;85,973;546,8;3,777;0,131;99,562
Jan 21 2024 6:45:00 AM;0;5,865;86,114;547;3,742;0,129;99,564
Jan 21 2024 6:50:00 AM;0;5,772;86,429;549,8;3,702;0,125;99,574
Jan 21 2024 6:55:00 AM;0;5,825;86,243;552,4;3,724;0,127;99,588
Jan 21 2024 7:00:00 AM;0;5,726;86,554;554,2;3,678;0,124;99,59
Jan 21 2024 7:05:00 AM;0;5,727;86,924;557,2;3,739;0,12;99,59
Jan 21 2024 7:10:00 AM;0;5,753;87,21;549,6;3,811;0,118;99,59
Jan 21 2024 7:15:00 AM;0;5,774;87,685;552,6;3,909;0,114;99,59
Jan 21 2024 7:20:00 AM;0;5,802;87,982;549,4;3,984;0,111;99,59
Jan 21 2024 7:25:00 AM;0;5,799;87,451;548,8;3,896;0,116;99,606
Jan 21 2024 7:30:00 AM;0;5,826;86,894;553,4;3,832;0,121;99,604
Jan 21 2024 7:35:00 AM;0;5,89;86,755;555,6;3,872;0,123;99,612
Jan 21 2024 7:40:00 AM;0;5,917;86,505;557,8;3,858;0,126;99,62
Jan 21 2024 7:45:00 AM;0;5,984;86,658;557,4;3,948;0,125;99,62
Jan 21 2024 7:50:00 AM;0;6,068;87,049;559,6;4,095;0,122;99,626
Jan 21 2024 7:55:00 AM;0;6,076;86,786;559;4,059;0,124;99,63
Jan 21 2024 8:00:00 AM;0,24;6,114;86,852;558;4,107;0,124;99,624
Jan 21 2024 8:05:00 AM;1,178;6,144;86,985;555,8;4,158;0,123;99,632
Jan 21 2024 8:10:00 AM;2,422;6,079;87,618;558,2;4,198;0,117;99,644
Jan 21 2024 8:15:00 AM;4,36;5,998;87,868;556,4;4,159;0,114;99,65
Jan 21 2024 8:20:00 AM;6,497;5,94;88,181;559,2;4,153;0,11;99,65
Jan 21 2024 8:25:00 AM;9,142;5,904;88,376;557,8;4,148;0,108;99,66
Jan 21 2024 8:30:00 AM;12,155;5,834;88,442;554,2;4,09;0,107;99,668
Jan 21 2024 8:35:00 AM;17,745;5,825;88,281;551,4;4,056;0,108;99,68
Jan 21 2024 8:40:00 AM;30,999;5,946;88,117;556;4,148;0,111;99,686
Jan 21 2024 8:45:00 AM;34,98;6,097;87,776;554,6;4,241;0,115;99,676
Jan 21 2024 8:50:00 AM;36,184;6,208;87,436;552,4;4,295;0,119;99,688
Jan 21 2024 8:55:00 AM;40,966;6,283;87,168;555;4,325;0,123;99,702
Jan 21 2024 9:00:00 AM;42,956;6,408;86,885;550,8;4,402;0,126;99,708
Jan 21 2024 9:05:00 AM;45,893;6,547;86,471;553,8;4,47;0,132;99,714
Jan 21 2024 9:10:00 AM;54,299;6,555;86,558;555,2;4,492;0,131;99,724
Jan 21 2024 9:15:00 AM;68,519;6,687;86,496;560;4,612;0,133;99,73
Jan 21 2024 9:20:00 AM;98,125;7,007;86,299;560,8;4,893;0,138;99,736
Jan 21 2024 9:25:00 AM;73,908;7,39;86,002;557,2;5,219;0,144;99,736
Jan 21 2024 9:30:00 AM;80,354;7,614;85,698;551,6;5,388;0,15;99,742
Jan 21 2024 9:35:00 AM;89,355;7,917;85,028;551,4;5,572;0,16;99,75
Jan 21 2024 9:40:00 AM;52,04;8,049;84,925;556,2;5,684;0,162;99,756
Jan 21 2024 9:45:00 AM;62,699;8,103;84,63;557,4;5,686;0,166;99,76
Jan 21 2024 9:50:00 AM;75,034;8,168;84,753;555,8;5,771;0,166;99,756
Jan 21 2024 9:55:00 AM;94,825;8,396;84,186;558;5,897;0,175;99,76
Jan 21 2024 10:00:00 AM;130,367;8,801;83,32;557,2;6,144;0,189;99,77
Jan 21 2024 10:05:00 AM;146,175;9,41;82,353;556;6,569;0,209;99,77
Jan 21 2024 10:10:00 AM;199,588;10,141;81,732;561;7,171;0,227;99,78
Jan 21 2024 10:15:00 AM;212,9;11,17;80,368;567,8;7,926;0,261;99,78
Jan 21 2024 10:20:00 AM;213,082;12,016;78,421;565,6;8,386;0,303;99,772
Jan 21 2024 10:25:00 AM;173,972;12,658;77,082;561,4;8,754;0,336;99,78
Jan 21 2024 10:30:00 AM;156,667;12,981;76,136;560;8,884;0,357;99,79
Jan 21 2024 10:35:00 AM;139,8;13,126;75,828;557,6;8,964;0,366;99,808
Jan 21 2024 10:40:00 AM;142,154;13,135;75,866;560,4;8,98;0,365;99,81
Jan 21 2024 10:45:00 AM;193,083;13,322;75,112;562,6;9,012;0,381;99,816
Jan 21 2024 10:50:00 AM;232,325;13,694;74,14;562,2;9,178;0,406;99,814
Jan 21 2024 10:55:00 AM;258,124;14,28;72,48;561,2;9,405;0,449;99,81
Jan 21 2024 11:00:00 AM;276,255;14,976;71,207;554,2;9,809;0,491;99,82
Jan 21 2024 11:05:00 AM;276,811;15,682;69,775;550,6;10,181;0,539;99,812
Jan 21 2024 11:10:00 AM;295,141;16,437;67,949;550,2;10,504;0,6;99,814
Jan 21 2024 11:15:00 AM;305,899;17,158;66,359;550,8;10,834;0,659;99,818
Jan 21 2024 11:20:00 AM;308,29;17,795;64,733;547,8;11,065;0,72;99,808
Jan 21 2024 11:25:00 AM;310,579;18,289;63,58;546,6;11,261;0,767;99,812
Jan 21 2024 11:30:00 AM;324,268;18,758;62,289;545,2;11,394;0,817;99,802
Jan 21 2024 11:35:00 AM;339,388;19,166;61,296;547,2;11,535;0,861;99,796
Jan 21 2024 11:40:00 AM;355,193;19,685;59,997;543,8;11,698;0,919;99,796
Jan 21 2024 11:45:00 AM;372,084;20,068;58,902;543,8;11,779;0,966;99,776
Jan 21 2024 11:50:00 AM;382,33;20,61;57,843;542,2;12,011;1,025;99,77
Jan 21 2024 11:55:00 AM;391,187;20,948;57,124;542;12,135;1,065;99,76
Jan 21 2024 12:00:00 PM;401,362;21,389;56,253;540;12,313;1,116;99,768
Jan 21 2024 12:05:00 PM;345,1;21,647;55,38;539,8;12,315;1,156;99,776
Jan 21 2024 12:10:00 PM;208,995;21,932;54,783;536;12,414;1,192;99,776
Jan 21 2024 12:15:00 PM;137,331;22,195;54,189;534;12,491;1,228;99,77
Jan 21 2024 12:20:00 PM;162,317;22,426;53,654;531,4;12,554;1,26;99,77
Jan 21 2024 12:25:00 PM;264,439;22,514;53,456;532,8;12,579;1,272;99,766
Jan 21 2024 12:30:00 PM;377,877;22,811;53,032;527,2;12,732;1,307;99,768
Jan 21 2024 12:35:00 PM;437,65;23,082;52,349;527,8;12,784;1,348;99,762
Jan 21 2024 12:40:00 PM;462,96;23,247;52,132;525,4;12,872;1,367;99,746
Jan 21 2024 12:45:00 PM;457,532;23,465;51,436;526,4;12,868;1,405;99,742
Jan 21 2024 12:50:00 PM;440,547;23,677;51,244;530,8;13,005;1,429;99,744
Jan 21 2024 12:55:00 PM;409,784;23,904;50,24;532,8;12,912;1,479;99,744
Jan 21 2024 1:00:00 PM;390,766;24,078;49,664;527;12,896;1,512;99,738
Jan 21 2024 1:05:00 PM;365,91;24,308;49,108;528,6;12,934;1,549;99,728
Jan 21 2024 1:10:00 PM;327,545;24,563;48,411;524,4;12,949;1,595;99,72
Jan 21 2024 1:15:00 PM;292,514;24,649;48,222;529,6;12,968;1,609;99,718
Jan 21 2024 1:20:00 PM;267,97;24,773;48,303;526,2;13,106;1,618;99,714
Jan 21 2024 1:25:00 PM;246,154;24,945;47,604;529,2;13,04;1,657;99,714
Jan 21 2024 1:30:00 PM;228,203;24,942;47,329;529;12,95;1,666;99,702
Jan 21 2024 1:35:00 PM;216,529;25,136;47,261;525;13,103;1,687;99,7
Jan 21 2024 1:40:00 PM;208,606;25,296;47;523;13,164;1,712;99,698
Jan 21 2024 1:45:00 PM;195,383;25,471;46,113;523,8;13,033;1,759;99,706
Jan 21 2024 1:50:00 PM;187,371;25,391;46,024;524,2;12,931;1,753;99,708
Jan 21 2024 1:55:00 PM;178,712;25,365;45,422;520,4;12,708;1,77;99,712
Jan 21 2024 2:00:00 PM;171,721;25,2;45,422;520,6;12,559;1,753;99,71
Jan 21 2024 2:05:00 PM;163,894;24,916;44,825;525;12,104;1,742;99,694
Jan 21 2024 2:10:00 PM;153,991;25,058;44,045;524,2;11,966;1,782;99,688
Jan 21 2024 2:15:00 PM;141,873;24,826;43,597;519,8;11,603;1,771;99,678
Jan 21 2024 2:20:00 PM;132,444;24,9;43,409;522,2;11,606;1,785;99,664
Jan 21 2024 2:25:00 PM;126,562;25,054;43,453;522,8;11,759;1,8;99,658
Jan 21 2024 2:30:00 PM;123,274;25,25;43,246;522;11,862;1,828;99,656
Jan 21 2024 2:35:00 PM;121,01;25,447;43,377;520,2;12,084;1,845;99,642
Jan 21 2024 2:40:00 PM;120,853;25,497;43,319;517,8;12,11;1,853;99,638
Jan 21 2024 2:45:00 PM;122,483;25,554;43,393;524;12,187;1,856;99,63
Jan 21 2024 2:50:00 PM;126,972;25,78;43,403;516,6;12,392;1,881;99,63
Jan 21 2024 2:55:00 PM;136,523;25,948;43,337;515,2;12,52;1,902;99,622
Jan 21 2024 3:00:00 PM;147,475;26,086;43,193;517,8;12,593;1,923;99,63
Jan 21 2024 3:05:00 PM;156,101;26,2;42,925;510,2;12,601;1,945;99,63
Jan 21 2024 3:10:00 PM;175,108;26,491;42,533;515,6;12,722;1,992;99,636
Jan 21 2024 3:15:00 PM;191,177;26,361;42,709;521,8;12,668;1,971;99,63
Jan 21 2024 3:20:00 PM;196,606;26,369;42,516;520,2;12,607;1,978;99,628
Jan 21 2024 3:25:00 PM;210,565;26,555;42,212;521,4;12,664;2,011;99,63
Jan 21 2024 3:30:00 PM;218,253;26,406;42,162;515,8;12,513;1,995;99,628
Jan 21 2024 3:35:00 PM;214,64;26,436;42,091;520,8;12,514;2,001;99,632
Jan 21 2024 3:40:00 PM;207,976;26,386;42,386;517,6;12,576;1,985;99,628
Jan 21 2024 3:45:00 PM;202,188;26,302;42,51;521,2;12,545;1,971;99,63
Jan 21 2024 3:50:00 PM;201,479;26,368;42,418;526,4;12,571;1,982;99,642
Jan 21 2024 3:55:00 PM;197,061;26,324;42,622;517;12,604;1,969;99,64
Jan 21 2024 4:00:00 PM;192,868;26,282;42,709;519,8;12,598;1,962;99,64
Jan 21 2024 4:05:00 PM;185,918;26,117;42,859;519,6;12,504;1,937;99,648
Jan 21 2024 4:10:00 PM;178,388;26,065;42,831;518,2;12,446;1,932;99,638
Jan 21 2024 4:15:00 PM;172,234;25,869;42,949;512;12,313;1,906;99,638
Jan 21 2024 4:20:00 PM;171,044;25,825;42,897;520;12,255;1,903;99,642
Jan 21 2024 4:25:00 PM;167,138;25,682;43,083;517,6;12,193;1,881;99,642
Jan 21 2024 4:30:00 PM;155,551;25,477;43,342;518,6;12,099;1,85;99,636
Jan 21 2024 4:35:00 PM;130,187;25,222;43,715;517,2;11,999;1,81;99,642
Jan 21 2024 4:40:00 PM;106,178;24,96;43,906;518,8;11,83;1,776;99,656
Jan 21 2024 4:45:00 PM;92,35;24,724;44,176;516,8;11,711;1,742;99,654
Jan 21 2024 4:50:00 PM;93,122;24,388;44,176;520,2;11,408;1,708;99,654
Jan 21 2024 4:55:00 PM;86,396;24,094;44,686;519,6;11,316;1,663;99,66
Jan 21 2024 5:00:00 PM;85,633;23,796;45,267;520;11,241;1,616;99,66
Jan 21 2024 5:05:00 PM;82,011;23,404;45,951;522,2;11,113;1,559;99,66
Jan 21 2024 5:10:00 PM;75,057;23,082;46,706;520,8;11,065;1,507;99,658
Jan 21 2024 5:15:00 PM;63,974;22,636;47,583;518,2;10,939;1,443;99,658
Jan 21 2024 5:20:00 PM;52,47;22,219;48,354;521,4;10,8;1,386;99,66
Jan 21 2024 5:25:00 PM;41,991;21,558;49,194;525,8;10,455;1,31;99,66
Jan 21 2024 5:30:00 PM;32,708;20,864;50,139;526,4;10,104;1,232;99,67
Jan 21 2024 5:35:00 PM;24,496;20,203;51,116;523,2;9,785;1,159;99,666
Jan 21 2024 5:40:00 PM;18,016;19,477;52,244;522,2;9,441;1,083;99,666
Jan 21 2024 5:45:00 PM;11,578;18,655;53,26;526;8,968;1,007;99,674
Jan 21 2024 5:50:00 PM;6,652;17,922;54,343;527;8,588;0,939;99,684
Jan 21 2024 5:55:00 PM;4,251;17,198;56,027;530;8,364;0,864;99,688
Jan 21 2024 6:00:00 PM;2,542;16,495;58,019;530,8;8,223;0,789;99,694
Jan 21 2024 6:05:00 PM;1,021;15,966;59,453;527;8,085;0,737;99,7
Jan 21 2024 6:10:00 PM;0,271;15,462;60,813;531,6;7,945;0,689;99,708
Jan 21 2024 6:15:00 PM;0;14,956;62,121;527,4;7,78;0,645;99,71
Jan 21 2024 6:20:00 PM;0;14,539;63,256;527,6;7,651;0,609;99,714
Jan 21 2024 6:25:00 PM;0;14,107;64,736;528,2;7,581;0,568;99,722
Jan 21 2024 6:30:00 PM;0;13,758;66,199;537,4;7,576;0,533;99,734
Jan 21 2024 6:35:00 PM;0;13,483;67,357;535,2;7,568;0,505;99,74
Jan 21 2024 6:40:00 PM;0;13,128;68,277;535,8;7,428;0,48;99,75
Jan 21 2024 6:45:00 PM;0;12,87;68,713;540;7,274;0,465;99,75
Jan 21 2024 6:50:00 PM;0;12,642;69,201;539,2;7,161;0,451;99,756
Jan 21 2024 6:55:00 PM;0;12,428;69,931;538,4;7,109;0,434;99,762
Jan 21 2024 7:00:00 PM;0;12,183;69,974;544,4;6,884;0,427;99,772
Jan 21 2024 7:05:00 PM;0;12,043;69,796;539;6,713;0,425;99,78
Jan 21 2024 7:10:00 PM;0;11,742;70,389;540,6;6,548;0,409;99,78
Jan 21 2024 7:15:00 PM;0;11,551;70,229;542,4;6,332;0,406;99,772
Jan 21 2024 7:20:00 PM;0;11,438;70,527;548;6,285;0,399;99,772
Jan 21 2024 7:25:00 PM;0;11,247;69,716;542,6;5,935;0,405;99,772
Jan 21 2024 7:30:00 PM;0;11,062;70,27;541,4;5,873;0,392;99,766
Jan 21 2024 7:35:00 PM;0;10,876;70,597;541,8;5,761;0,383;99,772
Jan 21 2024 7:40:00 PM;0;10,801;70,25;546,8;5,619;0,386;99,78
Jan 21 2024 7:45:00 PM;0;10,643;71,221;541,8;5,665;0,369;99,784
Jan 21 2024 7:50:00 PM;0;10,498;71,714;539,6;5,625;0,36;99,786
Jan 21 2024 7:55:00 PM;0;10,394;72,531;539;5,689;0,347;99,786
Jan 21 2024 8:00:00 PM;0;10,229;72,689;539,6;5,561;0,341;99,788
Jan 21 2024 8:05:00 PM;0;10,209;71,744;542,2;5,354;0,352;99,786
Jan 21 2024 8:10:00 PM;0;10,069;71,887;544,6;5,248;0,347;99,788
Jan 21 2024 8:15:00 PM;0;10,01;71,985;541,8;5,211;0,345;99,79
Jan 21 2024 8:20:00 PM;0;9,905;72,278;542,4;5,168;0,339;99,8
Jan 21 2024 8:25:00 PM;0;9,798;73,207;542,8;5,249;0,325;99,8
Jan 21 2024 8:30:00 PM;0;9,723;74,631;545,4;5,453;0,306;99,804
Jan 21 2024 8:35:00 PM;0;9,643;75,648;545,4;5,57;0,292;99,806
Jan 21 2024 8:40:00 PM;0;9,606;76,048;546,6;5,61;0,287;99,808
Jan 21 2024 8:45:00 PM;0;9,424;76,48;549;5,516;0,278;99,8
Jan 21 2024 8:50:00 PM;0;9,346;76,909;554,6;5,521;0,272;99,8
Jan 21 2024 8:55:00 PM;0;9,21;77,406;546;5,481;0,263;99,798
Jan 21 2024 9:00:00 PM;0;9,183;77,116;547,8;5,401;0,266;99,794
Jan 21 2024 9:05:00 PM;0;9,073;76,928;545,6;5,26;0,267;99,802
Jan 21 2024 9:10:00 PM;0;8,964;77,069;538,4;5,181;0,263;99,8
Jan 21 2024 9:15:00 PM;0;8,881;77,298;540,6;5,143;0,259;99,81
Jan 21 2024 9:20:00 PM;0;8,785;77,722;542,2;5,128;0,252;99,81
Jan 21 2024 9:25:00 PM;0;8,672;77,715;547,6;5,018;0,251;99,812
Jan 21 2024 9:30:00 PM;0;8,608;77,742;538,8;4,961;0,249;99,81
Jan 21 2024 9:35:00 PM;0;8,534;77,716;548;4,884;0,248;99,81
Jan 21 2024 9:40:00 PM;0;8,421;77,847;546,6;4,799;0,245;99,81
Jan 21 2024 9:45:00 PM;0;8,368;78,287;543,2;4,827;0,239;99,812
Jan 21 2024 9:50:00 PM;0;8,29;78,327;542,4;4,76;0,237;99,804
Jan 21 2024 9:55:00 PM;0;8,238;78,632;542;4,764;0,233;99,804
Jan 21 2024 10:00:00 PM;0;8,145;79,11;543;4,761;0,227;99,808
Jan 21 2024 10:05:00 PM;0;8,11;79,642;541,6;4,822;0,22;99,808
Jan 21 2024 10:10:00 PM;0;8,047;79,938;547;4,814;0,216;99,802
Jan 21 2024 10:15:00 PM;0;7,955;80,077;545,4;4,75;0,213;99,804
Jan 21 2024 10:20:00 PM;0;7,89;80,279;543,4;4,722;0,21;99,8
Jan 21 2024 10:25:00 PM;0;7,832;80,336;542,4;4,676;0,209;99,8
Jan 21 2024 10:30:00 PM;0;7,759;80,414;544,6;4,619;0,207;99,798
Jan 21 2024 10:35:00 PM;0;7,684;80,459;544;4,554;0,205;99,792
Jan 21 2024 10:40:00 PM;0;7,657;80,408;549,6;4,518;0,206;99,792
Jan 21 2024 10:45:00 PM;0;7,596;80,755;548,8;4,521;0,201;99,79
Jan 21 2024 10:50:00 PM;0;7,506;80,941;543,4;4,466;0,198;99,778
Jan 21 2024 10:55:00 PM;0;7,45;80,87;540,6;4,399;0,198;99,784
Jan 21 2024 11:00:00 PM;0;7,393;81,06;542;4,377;0,195;99,78
Jan 21 2024 11:05:00 PM;0;7,358;81,376;543,6;4,398;0,192;99,786
Jan 21 2024 11:10:00 PM;0;7,321;81,472;541;4,379;0,19;99,782
Jan 21 2024 11:15:00 PM;0;7,243;81,749;541,4;4,351;0,186;99,78
Jan 21 2024 11:20:00 PM;0;7,202;81,839;542,8;4,326;0,185;99,778
Jan 21 2024 11:25:00 PM;0;7,156;82,123;540;4,332;0,181;99,776
Jan 21 2024 11:30:00 PM;0;7,103;82,188;541,8;4,291;0,18;99,772
Jan 21 2024 11:35:00 PM;0;7,074;82,422;541,8;4,303;0,177;99,772
Jan 21 2024 11:40:00 PM;0;6,994;82,613;541,2;4,258;0,174;99,774
Jan 21 2024 11:45:00 PM;0;6,968;82,615;537,2;4,232;0,174;99,78
Jan 21 2024 11:50:00 PM;0;6,922;82,74;542,4;4,209;0,172;99,78
Jan 21 2024 11:55:00 PM;0;6,892;82,802;541,4;4,191;0,171;99,78
Jan 22 2024 12:00:00 AM;0;6,832;82,84;541,6;4,138;0,17;99,78
Jan 22 2024 12:05:00 AM;0;6,793;82,808;539,8;4,095;0,17;99,772
Jan 22 2024 12:10:00 AM;0;6,775;82,644;542,6;4,049;0,171;99,776
Jan 22 2024 12:15:00 AM;0;6,729;82,52;541,4;3,983;0,172;99,764
Jan 22 2024 12:20:00 AM;0;6,695;82,468;536,2;3,941;0,172;99,76
Jan 22 2024 12:25:00 AM;0;6,682;82,518;536,2;3,937;0,172;99,76
Jan 22 2024 12:30:00 AM;0;6,697;82,336;538,4;3,92;0,174;99,76
Jan 22 2024 12:35:00 AM;0;6,631;82,366;537,8;3,861;0,173;99,752
Jan 22 2024 12:40:00 AM;0;6,607;81,907;538;3,758;0,177;99,746
Jan 22 2024 12:45:00 AM;0;6,646;81,619;539,4;3,747;0,18;99,738
Jan 22 2024 12:50:00 AM;0;6,592;81,901;544;3,743;0,177;99,73
Jan 22 2024 12:55:00 AM;0;6,578;81,798;537,4;3,711;0,177;99,72
Jan 22 2024 1:00:00 AM;0;6,514;81,591;536,4;3,613;0,179;99,712
Jan 22 2024 1:05:00 AM;0;6,474;81,579;540;3,572;0,178;99,708
Jan 22 2024 1:10:00 AM;0;6,489;81,443;540,6;3,563;0,18;99,706
Jan 22 2024 1:15:00 AM;0;6,465;81,57;539,4;3,561;0,178;99,708
Jan 22 2024 1:20:00 AM;0;6,444;81,728;537,8;3,568;0,176;99,712
Jan 22 2024 1:25:00 AM;0;6,371;81,843;539,2;3,517;0,174;99,726
Jan 22 2024 1:30:00 AM;0;6,302;82,005;543;3,478;0,172;99,718
Jan 22 2024 1:35:00 AM;0;6,23;81,672;540,4;3,35;0,174;99,71
Jan 22 2024 1:40:00 AM;0;6,161;81,919;544,8;3,326;0,171;99,704
Jan 22 2024 1:45:00 AM;0;6,141;81,906;543;3,303;0,171;99,698
Jan 22 2024 1:50:00 AM;0;6,059;82,054;538,8;3,249;0,169;99,698
Jan 22 2024 1:55:00 AM;0;6,025;81,931;540,6;3,195;0,17;99,708
Jan 22 2024 2:00:00 AM;0;6;81,981;544,4;3,179;0,169;99,704
Jan 22 2024 2:05:00 AM;0;6,025;82,233;542;3,247;0,167;99,71
Jan 22 2024 2:10:00 AM;0;5,943;82,411;544,6;3,197;0,164;99,71
Jan 22 2024 2:15:00 AM;0;5,856;82,532;548;3,133;0,162;99,706
Jan 22 2024 2:20:00 AM;0;5,76;82,53;545,8;3,038;0,161;99,702
Jan 22 2024 2:25:00 AM;0;5,669;82,435;543,2;2,934;0,161;99,698
Jan 22 2024 2:30:00 AM;0;5,622;82,437;545,2;2,888;0,16;99,698
Jan 22 2024 2:35:00 AM;0;5,586;82,279;545,6;2,825;0,161;99,696
Jan 22 2024 2:40:00 AM;0;5,558;82,221;548,6;2,789;0,161;99,69
Jan 22 2024 2:45:00 AM;0;5,525;82,683;543;2,835;0,157;99,69
Jan 22 2024 2:50:00 AM;0;5,539;82,866;541,8;2,88;0,155;99,69
Jan 22 2024 2:55:00 AM;0;5,528;82,887;544,2;2,873;0,155;99,686
Jan 22 2024 3:00:00 AM;0;5,444;83,183;547,2;2,84;0,152;99,67
Jan 22 2024 3:05:00 AM;0;5,424;83,413;546,4;2,86;0,149;99,67
Jan 22 2024 3:10:00 AM;0;5,449;83,584;542;2,913;0,148;99,668
Jan 22 2024 3:15:00 AM;0;5,425;83,73;541,2;2,915;0,146;99,666
Jan 22 2024 3:20:00 AM;0;5,409;83,627;542,2;2,882;0,147;99,66
Jan 22 2024 3:25:00 AM;0;5,391;83,465;545;2,836;0,148;99,654
Jan 22 2024 3:30:00 AM;0;5,342;83,266;546;2,755;0,15;99,646
Jan 22 2024 3:35:00 AM;0;5,398;83,355;545,6;2,825;0,15;99,646
Jan 22 2024 3:40:00 AM;0;5,502;83,614;544,4;2,97;0,148;99,638
Jan 22 2024 3:45:00 AM;0;5,537;83,78;545;3,032;0,147;99,628
Jan 22 2024 3:50:00 AM;0;5,612;83,883;543;3,123;0,147;99,622
Jan 22 2024 3:55:00 AM;0;5,641;84,13;545,2;3,193;0,145;99,616
Jan 22 2024 4:00:00 AM;0;5,627;84,492;545,2;3,24;0,142;99,614
Jan 22 2024 4:05:00 AM;0;5,605;85,025;540,4;3,308;0,136;99,616
Jan 22 2024 4:10:00 AM;0;5,551;85,182;541,2;3,28;0,135;99,612
Jan 22 2024 4:15:00 AM;0;5,549;85,258;542;3,291;0,134;99,614
Jan 22 2024 4:20:00 AM;0;5,544;85,262;542;3,286;0,134;99,614
Jan 22 2024 4:25:00 AM;0;5,523;85,218;543,8;3,259;0,134;99,61
Jan 22 2024 4:30:00 AM;0;5,466;85,082;541,6;3,18;0,135;99,606
Jan 22 2024 4:35:00 AM;0;5,45;84,973;541,4;3,146;0,135;99,61
Jan 22 2024 4:40:00 AM;0;5,445;85,047;542,8;3,154;0,135;99,602
Jan 22 2024 4:45:00 AM;0;5,444;85,076;542,2;3,158;0,134;99,602
Jan 22 2024 4:50:00 AM;0;5,429;84,991;541,6;3,129;0,135;99,608
Jan 22 2024 4:55:00 AM;0;5,407;84,257;548;2,985;0,142;99,61
Jan 22 2024 5:00:00 AM;0;5,384;83,951;541,6;2,912;0,144;99,594
Jan 22 2024 5:05:00 AM;0;5,412;83,404;542,6;2,847;0,149;99,59
Jan 22 2024 5:10:00 AM;0;5,393;83,514;548,8;2,847;0,148;99,588
Jan 22 2024 5:15:00 AM;0;5,347;83,632;542,6;2,821;0,146;99,588
Jan 22 2024 5:20:00 AM;0;5,315;83,362;543,6;2,745;0,149;99,582
Jan 22 2024 5:25:00 AM;0;5,291;83,637;541,4;2,768;0,146;99,578
Jan 22 2024 5:30:00 AM;0;5,277;83,362;544,4;2,707;0,148;99,578
Jan 22 2024 5:35:00 AM;0;5,326;83,29;544,6;2,743;0,149;99,582
Jan 22 2024 5:40:00 AM;0;5,305;83,705;542,2;2,793;0,145;99,582
Jan 22 2024 5:45:00 AM;0;5,285;83,58;542,8;2,752;0,146;99,58
Jan 22 2024 5:50:00 AM;0;5,244;83,552;546,2;2,707;0,146;99,58
Jan 22 2024 5:55:00 AM;0;5,181;83,768;545,2;2,682;0,144;99,574
Jan 22 2024 6:00:00 AM;0;5,148;83,532;541,2;2,61;0,145;99,574
Jan 22 2024 6:05:00 AM;0;5,073;83,029;546;2,452;0,149;99,574
Jan 22 2024 6:10:00 AM;0;5,034;82,825;545;2,379;0,15;99,578
Jan 22 2024 6:15:00 AM;0;4,992;82,882;544,4;2,348;0,149;99,584
Jan 22 2024 6:20:00 AM;0;4,953;82,974;539,6;2,325;0,148;99,592
Jan 22 2024 6:25:00 AM;0;4,935;83,276;548,4;2,358;0,145;99,59
Jan 22 2024 6:30:00 AM;0;4,931;83,176;548;2,338;0,146;99,59
Jan 22 2024 6:35:00 AM;0;4,928;83,417;547,8;2,376;0,144;99,6
Jan 22 2024 6:40:00 AM;0;4,868;83,862;546,8;2,391;0,14;99,594
Jan 22 2024 6:45:00 AM;0;4,851;83,965;541,8;2,392;0,139;99,594
Jan 22 2024 6:50:00 AM;0;4,832;84,098;548;2,395;0,137;99,596
Jan 22 2024 6:55:00 AM;0;4,834;84,318;541,8;2,434;0,135;99,6
Jan 22 2024 7:00:00 AM;0;4,851;84,349;549;2,456;0,135;99,596
Jan 22 2024 7:05:00 AM;0;4,84;84,72;547,8;2,507;0,132;99,586
Jan 22 2024 7:10:00 AM;0;4,814;84,993;551,6;2,527;0,129;99,59
Jan 22 2024 7:15:00 AM;0;4,775;85,148;546,2;2,514;0,128;99,588
Jan 22 2024 7:20:00 AM;0;4,756;85,401;548;2,537;0,125;99,592
Jan 22 2024 7:25:00 AM;0;4,696;85,618;549;2,513;0,123;99,6
Jan 22 2024 7:30:00 AM;0;4,665;85,776;547,8;2,509;0,121;99,606
Jan 22 2024 7:35:00 AM;0;4,683;86,015;549,4;2,565;0,12;99,61
Jan 22 2024 7:40:00 AM;0;4,664;86,068;549;2,556;0,119;99,608
Jan 22 2024 7:45:00 AM;0;4,651;85,812;547,4;2,501;0,121;99,606
